RID,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
10.42.0.211-87.240.165.80-60678-80-6,Volkswagen Polo GT TSI,Mumbai,2016,28000,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,5,7.25
202.77.129.146-10.42.0.151-80-60341-6,Hyundai Verna 1.6 SX,Coimbatore,2014,83558,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,6.98
10.42.0.211-10.42.0.1-51421-53-17,Tata Bolt Quadrajet XE,Hyderabad,2017,40000,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5,5.25
10.42.0.211-10.42.0.1-60064-53-17,Hyundai EON D Lite Plus,Kolkata,2013,36000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,1.95
10.42.0.1-10.42.0.42-53-3906-17,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,21000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,24.5
172.217.11.46-10.42.0.151-443-54170-6,Toyota Innova 2.5 GX (Diesel) 7 Seater,Kochi,2013,62162,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,7,8.31
172.217.6.234-10.42.0.211-443-53614-6,Mercedes-Benz M-Class ML 350 CDI,Hyderabad,2012,83000,Diesel,Automatic,First,11.74 kmpl,2987 CC,254.8 bhp,5,36
172.217.12.206-10.42.0.151-443-41861-6,Hyundai Xcent 1.1 CRDi S,Pune,2015,58000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,5.5
10.42.0.151-104.244.43.195-40371-443-6,Honda Accord 2.4 AT,Kochi,2011,62332,Petrol,Automatic,First,11.7 kmpl,2354 CC,177.6 bhp,5,5.89
172.217.8.4-10.42.0.42-443-56022-6,Volkswagen Vento 1.5 TDI Highline,Kochi,2016,50867,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5,7.95
10.42.0.211-64.71.142.120-54672-443-6,Hyundai i20 Sportz Petrol,Mumbai,2010,73000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,2.75
174.129.31.175-10.42.0.211-443-34242-6,Hyundai Elantra CRDi SX,Jaipur,2012,98008,Diesel,Manual,First,22.7 kmpl,1582 CC,126.24 bhp,5,6.25
10.42.0.211-106.11.94.27-59270-443-6,Ford Figo Diesel Titanium,Hyderabad,2015,36000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5,4.95
172.217.9.228-10.42.0.42-443-48956-6,Hyundai i20 1.2 Magna Executive,Kochi,2019,27339,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,6.27
10.42.0.211-95.213.11.181-53788-80-6,Hyundai Verna 1.6 CRDi SX,Kolkata,2017,25000,Diesel,Manual,First,23.9 kmpl,1582 CC,126.2 bhp,5,8.65
10.42.0.1-10.42.0.42-53-4573-17,Hyundai Grand i10 Asta,Kolkata,2014,37000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,3.5
10.42.0.151-104.193.88.109-48422-80-6,Audi Q5 2.0 TDI,Hyderabad,2015,56000,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5,35
172.217.12.170-10.42.0.211-443-53888-6,Maruti Swift Dzire ZXi,Kolkata,2015,27000,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,4.45
10.42.0.151-10.42.0.1-41235-53-17,Hyundai i20 Magna,Kolkata,2012,37000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,2.65
10.42.0.42-52.52.149.36-50676-443-6,Mahindra KUV 100 mFALCON D75 K4 Plus 5str,Kolkata,2017,10500,Diesel,Manual,First,25.32 kmpl,1198 CC,77 bhp,5,4.7
10.42.0.211-64.71.142.125-39467-443-6,Hyundai Elantra 1.6 SX Option AT,Ahmedabad,2014,49000,Diesel,Automatic,First,18.23 kmpl,1582 CC,126.2 bhp,5,8.9
10.42.0.151-125.88.193.249-53688-80-6,Jeep Compass 2.0 Limited Option Black,Mumbai,2017,7000,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5,17.45
203.205.179.170-10.42.0.42-80-51623-6,Maruti Vitara Brezza VDi Option,Coimbatore,2017,71256,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,9.58
183.57.48.84-10.42.0.151-80-41647-6,Toyota Corolla Altis 1.8 GL,Kochi,2012,83184,Petrol,Manual,First,14.28 kmpl,1798 CC,138.03 bhp,5,6.22
8.0.6.4-8.6.0.1-0-0-0,Mahindra XUV500 W8 2WD,Kolkata,2013,87284,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,7.8
216.58.219.202-10.42.0.151-443-55410-6,BMW X1 xDrive 20d xLine,Mumbai,2016,7000,Diesel,Automatic,First,20.68 kmpl,1995 CC,190 bhp,5,27.75
10.42.0.42-23.46.217.174-36541-443-6,Hyundai i20 Magna 1.4 CRDi,Pune,2015,29000,Diesel,Manual,Second,22.54 kmpl,1396 CC,88.73 bhp,5,7
10.42.0.211-10.42.0.1-46499-53-17,Mercedes-Benz GLE 350d,Coimbatore,2017,33552,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5,64.87
10.42.0.151-10.42.0.1-20873-53-17,Chevrolet Cruze LTZ,Bangalore,2013,64000,Diesel,Manual,Second,17.3 kmpl,1998 CC,163.7 bhp,5,6.5
205.185.216.10-10.42.0.211-80-33003-6,Hyundai i20 1.2 Magna,Jaipur,2011,82000,Petrol,Manual,Second,18.5 kmpl,1197 CC,80 bhp,5,2.7
202.77.129.150-10.42.0.42-443-47755-6,Honda Brio S MT,Mumbai,2012,70000,Petrol,Manual,Second,19.4 kmpl,1198 CC,86.8 bhp,5,2.5
222.73.28.96-10.42.0.211-80-38314-6,Nissan Evalia 2013 XL,Hyderabad,2013,166194,Diesel,Manual,First,19.3 kmpl,1461 CC,84.8 bhp,7,3.9
10.42.0.211-104.192.110.245-33587-443-6,Volkswagen Polo Petrol Trendline 1.2L,Delhi,2015,58000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,3.95
10.42.0.211-104.244.43.131-54860-443-6,Hyundai i10 Sportz 1.2,Chennai,2010,77000,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5,2.1
10.42.0.211-10.42.0.1-54070-53-17,Chevrolet Cruze LTZ AT,Pune,2009,73204,Diesel,Automatic,Third,18.1 kmpl,1991 CC,147.9 bhp,4,3.5
172.217.11.14-10.42.0.151-443-37037-6,Hyundai i10 Era,Hyderabad,2007,70000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5,2
10.42.0.42-66.231.239.124-47927-80-6,Maruti Ertiga VDI,Delhi,2014,79870,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,5.35
10.42.0.211-104.193.88.109-54962-80-6,Honda Amaze S i-Dtech,Delhi,2013,90000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,3.8
10.42.0.211-23.194.141.191-49289-443-6,Mercedes-Benz A Class A180 Sport,Mumbai,2016,17000,Petrol,Automatic,First,15.5 kmpl,1595 CC,122 bhp,5,17.25
172.217.6.206-10.42.0.42-443-50779-6,Hyundai Grand i10 1.2 Kappa Magna,Kochi,2018,46493,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,5.53
10.42.0.42-14.17.42.57-41609-80-6,Hyundai i10 Sportz 1.2,Pune,2009,68000,Petrol,Manual,Third,20.36 kmpl,1197 CC,78.9 bhp,5,1.95
10.42.0.211-95.213.11.133-36030-80-6,Maruti Swift DDiS ZDI Plus,Hyderabad,2017,2000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,8.2
10.42.0.211-10.42.0.1-28194-53-17,Honda City 1.3 EXI,Pune,1999,140000,Petrol,Manual,First,13.0 kmpl,1343 CC,90 bhp,5,0.9
10.42.0.151-10.42.0.1-14097-53-17,Toyota Innova 2.5 GX (Diesel) 7 Seater,Pune,2013,255000,Diesel,Manual,Third,12.99 kmpl,2494 CC,100.6 bhp,7,6.5
172.217.7.195-10.42.0.151-443-37641-6,Mini Cooper Countryman D High,Coimbatore,2014,45535,Diesel,Automatic,First,23.8 kmpl,1998 CC,112 bhp,5,19.41
180.149.138.210-10.42.0.211-80-50296-6,Fiat Linea T-Jet Active,Coimbatore,2016,39228,Petrol,Manual,First,15.7 kmpl,1368 CC,112.4 bhp,5,6.58
219.142.78.162-10.42.0.211-443-35279-6,Chevrolet Aveo 1.4 LT,Mumbai,2011,57000,Petrol,Manual,Second,14.49 kmpl,1399 CC,92.7 bhp,5,2.1
10.42.0.211-47.89.67.245-46371-443-6,Hyundai i10 Era 1.1,Chennai,2008,85445,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5,2
10.42.0.211-119.146.74.34-43486-80-6,Hyundai Xcent 1.1 CRDi Base,Delhi,2015,54000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,3.7
10.42.0.211-10.42.0.1-31907-53-17,Maruti Celerio VXI AT,Mumbai,2014,53000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,3.8
10.42.0.211-120.55.89.238-35956-8977-6,Hyundai i10 Sportz,Jaipur,2014,60000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,3.25
10.42.0.211-10.42.0.1-58212-53-17,Renault Duster 85PS Diesel RxL,Coimbatore,2015,65668,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5,5.53
182.254.5.234-10.42.0.151-80-52636-6,BMW 3 Series 320d,Ahmedabad,2011,100000,Diesel,Automatic,Second,22.69 kmpl,1995 CC,190 bhp,5,10.9
10.42.0.151-10.42.0.1-63460-53-17,Hyundai Grand i10 Sportz,Kolkata,2018,1800,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,5.1
10.42.0.211-111.1.17.152-35330-8077-6,Hyundai Santro DX,Hyderabad,2007,96000,Petrol,Manual,Second,0.0 kmpl,999 CC,null bhp,5,2.2
172.217.7.196-10.42.0.151-443-53238-6,Chevrolet Spark 1.0 LS,Pune,2009,44200,Petrol,Manual,Second,18.0 kmpl,995 CC,62 bhp,5,1.6
10.42.0.42-31.13.80.37-35627-443-6,Honda City i VTEC VX Option,Ahmedabad,2018,14000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,11.25
157.240.2.35-10.42.0.211-443-41524-6,Volkswagen Vento Diesel Highline,Chennai,2013,720000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,5.9
10.42.0.211-66.102.255.44-38560-443-6,Toyota Fortuner 4x2 4 Speed AT,Delhi,2012,73000,Diesel,Automatic,First,11.5 kmpl,2982 CC,169 bhp,7,14.4
10.42.0.211-31.13.80.5-47686-443-6,Honda City 1.5 S MT,Delhi,2011,68000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3.6
172.217.10.33-10.42.0.151-443-45978-6,BMW 5 Series 2013-2017 520d Luxury Line,Jaipur,2017,19543,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5,40.5
10.42.0.211-23.1.141.68-45228-443-6,Audi Q5 30 TDI quattro Premium Plus,Bangalore,2014,38000,Diesel,Automatic,Second,14.16 kmpl,1968 CC,174.3 bhp,5,38.95
10.42.0.211-64.71.142.120-47946-443-6,Maruti Ritz LDi,Delhi,2014,32805,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,3.6
10.42.0.1-10.42.0.42-53-31462-17,Volkswagen Vento 1.5 TDI Highline AT,Kochi,2016,44782,Diesel,Automatic,First,21.21 kmpl,1498 CC,103.2 bhp,5,7.12
10.42.0.211-52.41.108.104-39066-443-6,Honda City i DTEC SV,Kochi,2016,55700,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,7.52
10.42.0.211-10.42.0.1-28660-53-17,Audi A4 New 2.0 TDI Multitronic,Delhi,2012,60000,Diesel,Automatic,Second,15.2 kmpl,1968 CC,140.8 bhp,5,10.35
172.217.10.142-10.42.0.151-443-34487-6,Skoda Rapid 1.6 MPI Elegance,Hyderabad,2014,56000,Petrol,Manual,First,15.0 kmpl,1598 CC,103.52 bhp,5,7
172.217.10.238-10.42.0.42-443-45687-6,Toyota Fortuner 3.0 Diesel,Delhi,2011,60000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7,10.85
10.42.0.151-10.42.0.1-21798-53-17,Chevrolet Optra Magnum 2.0 LT BS3,Mumbai,2010,78563,Diesel,Manual,First,16.52 kmpl,1991 CC,123.7 bhp,5,2.35
157.240.2.20-10.42.0.42-443-37804-6,Maruti Eeco 7 Seater Standard,Mumbai,2014,34669,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7,2.9
10.42.0.151-10.42.0.1-43294-53-17,Maruti Ciaz ZXi,Delhi,2017,17000,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,7.65
192.229.173.173-10.42.0.151-80-46789-6,Maruti Ciaz VDi Plus SHVS,Delhi,2016,66000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,6.4
10.42.0.211-10.42.0.1-57565-53-17,Toyota Innova 2.5 LE 2014 Diesel 7 Seater,Pune,2014,102418,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7,10.1
10.42.0.211-10.42.0.1-57165-53-17,Maruti Swift Dzire VXI,Kolkata,2014,48800,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,4.25
174.35.73.77-10.42.0.42-80-40089-6,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,10601,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7,19.65
192.229.173.136-10.42.0.42-443-40599-6,Tata Indica V2 eLX,Pune,2017,8200,Diesel,Manual,First,25.0 kmpl,1396 CC,69 bhp,5,4.4
151.101.45.140-10.42.0.211-443-48546-6,Hyundai i20 Magna,Jaipur,2012,100000,Petrol,Manual,First,18.5 kmpl,1197 CC,82.85 bhp,5,3.25
172.217.12.174-10.42.0.151-443-55976-6,Ford Fiesta 1.4 Duratorq ZXI,Pune,2012,78000,Diesel,Manual,First,17.8 kmpl,1399 CC,68 bhp,5,2.8
172.217.9.238-10.42.0.151-443-56667-6,Chevrolet Enjoy 1.3 TCDi LS 8,Kolkata,2015,50000,Diesel,Manual,First,18.2 kmpl,1248 CC,73.74 bhp,8,4.3
150.138.170.22-10.42.0.211-443-58072-6,Ford Fiesta 1.4 Duratorq EXI,Chennai,2006,89327,Diesel,Manual,Third,17.8 kmpl,1399 CC,68 bhp,5,1.55
10.42.0.211-77.234.44.79-56868-443-6,Honda CR-V 2.4 MT,Chennai,2007,98000,Petrol,Manual,Second,10.8 kmpl,2354 CC,152 bhp,5,4.7
172.217.9.238-10.42.0.211-80-39662-6,Honda Jazz 1.2 VX i VTEC,Kochi,2017,24700,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,7.07
172.217.10.134-10.42.0.211-443-46738-6,Mercedes-Benz GLS 350d Grand Edition,Delhi,2018,6000,Diesel,Automatic,First,11.0 kmpl,2987 CC,258 bhp,7,79
172.217.11.10-10.42.0.151-443-54824-6,Hyundai Grand i10 1.2 Kappa Sportz,Delhi,2018,9434,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,5.75
10.42.0.211-23.206.173.182-47912-80-6,Maruti Ritz VXi,Mumbai,2012,29000,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5,3.25
172.217.12.206-10.42.0.151-443-41418-6,Volkswagen Ameo 1.5 TDI Highline AT,Coimbatore,2017,22440,Diesel,Automatic,First,22.0 kmpl,1498 CC,108.495 bhp,5,8.89
182.22.67.102-10.42.0.42-443-39715-6,Honda City i VTEC SV,Mumbai,2015,73070,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,5.9
198.105.244.11-10.42.0.42-80-36995-6,Honda Jazz 1.2 S i VTEC,Kolkata,2016,21771,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,4.95
10.42.0.211-23.192.76.180-46707-443-6,Maruti Swift Ldi BSIV,Delhi,2014,62000,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,5,3.75
220.243.219.55-10.42.0.151-80-46691-6,Hyundai Creta 1.6 CRDi AT SX Plus,Kochi,2017,37024,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5,10.97
202.77.129.150-10.42.0.42-80-44592-6,Audi A7 2011-2015 3.0 TDI Quattro,Kochi,2014,60336,Diesel,Automatic,Second,14.4 kmpl,2967 CC,241.4 bhp,5,24.94
10.42.0.211-106.39.169.66-56649-443-6,Hyundai EON D Lite Plus,Kolkata,2014,26008,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,1.97
175.100.207.233-10.42.0.151-443-52786-6,Ford Figo Diesel EXI,Jaipur,2010,90000,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,5,1.4
10.42.0.1-10.42.0.42-53-52729-17,Volkswagen Ameo 1.2 MPI Highline,Coimbatore,2018,35569,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5,7.27
10.42.0.211-23.203.90.113-45283-443-6,Renault Scala Diesel RxL,Kolkata,2013,40000,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5,4
10.42.0.211-88.212.196.101-34881-443-6,Honda Jazz 1.2 V i VTEC,Kolkata,2015,45000,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,4.75
10.42.0.211-23.194.141.143-59112-443-6,Hyundai i20 1.2 Sportz,Delhi,2015,42000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,5.1
202.77.129.150-10.42.0.42-80-42891-6,Audi A4 3.0 TDI Quattro Premium,Coimbatore,2012,46913,Diesel,Automatic,First,14.94 kmpl,2967 CC,241.4 bhp,5,16.11
10.42.0.211-106.11.92.1-50888-443-6,Mahindra Ssangyong Rexton RX7,Delhi,2014,62000,Diesel,Automatic,First,11.18 kmpl,2696 CC,184 bhp,7,10.55
10.42.0.211-10.42.0.1-20843-53-17,Toyota Fortuner 2.8 2WD AT,Ahmedabad,2017,15000,Diesel,Automatic,First,12.9 kmpl,2755 CC,174.5 bhp,7,30
10.42.0.211-123.125.115.164-54411-443-6,Skoda Octavia Classic 1.9 TDI MT,Kolkata,2002,69000,Diesel,Manual,First,18.7 kmpl,1896 CC,66 bhp,5,1.6
157.240.2.15-10.42.0.151-443-44519-6,Mercedes-Benz New C-Class 250 CDI Classic,Hyderabad,2012,41367,Diesel,Automatic,First,15.8 kmpl,2148 CC,170 bhp,5,18.49
10.42.0.151-10.42.0.1-23407-53-17,Maruti Ciaz 1.4 Zeta,Kochi,2018,15982,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,9.96
10.42.0.211-10.42.0.1-26706-53-17,Maruti Swift ZDi,Hyderabad,2013,99595,Diesel,Manual,Second,22.9 kmpl,1248 CC,74 bhp,5,4.75
203.90.242.126-10.42.0.211-80-40979-6,Toyota Qualis FS B3,Bangalore,2002,63000,Diesel,Manual,Third,13.1 kmpl,2446 CC,75 bhp,10,3.65
10.42.0.211-69.147.82.61-49720-443-6,BMW 5 Series 2007-2010 525d Sedan,Delhi,2012,49000,Diesel,Automatic,Second,16.73 kmpl,2495 CC,218 bhp,5,15.5
180.76.171.199-10.42.0.42-80-34883-6,Mitsubishi Pajero 2.8 SFX BSIII Dual Tone,Kochi,2013,48272,Diesel,Manual,First,10.5 kmpl,2835 CC,116.9 bhp,6,11.82
10.42.0.211-23.203.49.224-51199-80-6,Toyota Corolla H2,Delhi,2008,63000,Petrol,Manual,First,13.4 kmpl,1794 CC,125 bhp,5,2.05
172.217.12.195-10.42.0.151-443-50038-6,Maruti Wagon R LXI CNG,Ahmedabad,2016,77000,CNG,Manual,First,26.6 km/kg,998 CC,58.16 bhp,5,3.3
182.22.24.252-10.42.0.151-443-38601-6,Maruti Omni E MPI STD BS IV,Mumbai,2013,11734,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,8,2.25
220.181.7.190-10.42.0.211-443-41188-6,Audi A6 2011-2015 2.0 TDI,Kochi,2014,62012,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,20.12
192.229.173.173-10.42.0.151-80-46603-6,Hyundai Xcent 1.2 Kappa S Option CNG,Chennai,2017,46000,CNG,Manual,First,25.0 km/kg,1197 CC,81.86 bhp,5,4.95
10.42.0.151-10.42.0.1-48384-53-17,Honda Jazz 1.5 S i DTEC,Coimbatore,2016,45449,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5,7.48
10.42.0.211-119.146.74.33-56489-443-6,Mercedes-Benz E-Class 200 Kompressor Elegance,Mumbai,2004,85000,Petrol,Automatic,Second,10.5 kmpl,1796 CC,157.7 bhp,5,5.5
10.42.0.151-10.42.0.1-60477-53-17,Honda City 1.5 EXI,Jaipur,2005,88000,Petrol,Manual,Second,13.0 kmpl,1493 CC,100 bhp,4,1.7
172.217.7.195-10.42.0.211-443-39821-6,Audi A4 2.0 TDI,Kochi,2013,45330,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,5,13.19
151.101.21.140-10.42.0.211-443-57969-6,Maruti Swift Dzire VXI,Mumbai,2012,88000,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,3.85
10.42.0.211-10.42.0.1-1270-53-17,Maruti Dzire VDI,Delhi,2016,45376,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5,5.75
172.217.9.238-10.42.0.151-443-33261-6,Mahindra XUV500 W8 4WD,Pune,2014,81000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,9
198.134.7.210-10.42.0.211-80-51031-6,Chevrolet Beat LT,Kochi,2012,83381,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,5,2.21
10.42.0.151-103.7.30.118-43277-80-6,Ford EcoSport 1.5 Diesel Titanium Plus,Kochi,2017,78526,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5,8.09
172.217.11.46-10.42.0.211-443-58027-6,BMW 5 Series 2013-2017 530d M Sport,Coimbatore,2017,27313,Diesel,Automatic,First,14.69 kmpl,2993 CC,258 bhp,5,48.63
192.229.173.173-10.42.0.151-80-36232-6,Audi Q5 30 TDI quattro Premium Plus,Coimbatore,2015,42747,Diesel,Automatic,Second,14.16 kmpl,1968 CC,174.3 bhp,5,39.47
172.217.10.238-10.42.0.42-443-33510-17,BMW X1 sDrive 20d xLine,Coimbatore,2015,42265,Diesel,Automatic,Second,20.68 kmpl,1995 CC,190 bhp,5,22.24
10.42.0.211-23.194.142.7-37001-443-6,Hyundai i10 Magna AT,Mumbai,2009,21000,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,5,2.6
10.42.0.211-66.198.24.224-59005-80-6,Hyundai Creta 1.6 CRDi AT SX Plus,Ahmedabad,2016,55100,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5,12
203.130.53.126-10.42.0.211-80-38387-6,Audi A4 2.0 TDI 177 Bhp Premium Plus,Chennai,2014,70000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,18
10.42.0.42-60.217.249.37-58934-80-6,Mercedes-Benz S Class 2005 2013 S 350 L,Mumbai,2007,55000,Petrol,Automatic,Third,10.13 kmpl,3498 CC,364.9 bhp,5,9.99
151.101.1.140-10.42.0.151-443-41498-6,Hyundai i10 Magna,Kolkata,2012,58235,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,2.45
10.42.0.211-64.71.142.110-46734-80-6,Ford EcoSport 1.5 Diesel Titanium,Mumbai,2017,26000,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5,8.99
10.42.0.211-74.125.22.138-43952-443-6,Volkswagen Vento Diesel Highline,Kolkata,2011,35000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,3.15
10.42.0.151-10.42.0.1-15500-53-17,Maruti Dzire ZDI Plus,Jaipur,2017,24000,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5,8.2
10.42.0.1-10.42.0.42-53-19511-17,Mahindra Scorpio 1.99 S10,Ahmedabad,2016,98000,Diesel,Manual,First,15.4 kmpl,1997 CC,120 bhp,7,11.5
172.217.9.232-10.42.0.211-443-35404-6,Hyundai i20 Asta 1.4 CRDi,Coimbatore,2016,44487,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,7.3
209.10.120.26-10.42.0.211-80-39867-6,Maruti Alto LXi,Chennai,2008,65000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,1.59
239.255.255.250-10.42.0.1-1900-38173-17,Hyundai i10 Magna,Delhi,2015,34951,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5,3.15
10.42.0.211-10.42.0.1-42216-53-17,Mahindra Scorpio S6 7 Seater,Kolkata,2015,52373,Diesel,Manual,Second,15.4 kmpl,2179 CC,120 bhp,7,8.5
10.42.0.211-10.42.0.1-7955-53-17,Skoda Fabia 1.2L Diesel Classic,Hyderabad,2010,66285,Diesel,Manual,First,19.5 kmpl,1199 CC,75 bhp,5,3
10.42.0.211-106.39.162.36-49780-80-6,BMW X5 xDrive 30d,Mumbai,2012,66000,Diesel,Automatic,First,15.3 kmpl,2993 CC,258 bhp,5,21
172.217.11.3-10.42.0.211-443-41494-6,Honda Jazz 1.5 S i DTEC,Hyderabad,2016,43000,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5,7.75
172.217.10.8-10.42.0.211-443-54552-6,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Mumbai,2013,45200,Diesel,Automatic,First,10.0 kmpl,2148 CC,170 bhp,5,23
172.217.10.74-10.42.0.42-443-43876-6,Mahindra XUV500 AT W10 FWD,Mumbai,2016,41000,Diesel,Automatic,First,16.0 kmpl,2179 CC,140 bhp,7,13.75
172.217.10.46-10.42.0.151-443-58774-6,Honda City i VTEC CVT SV,Kochi,2017,39430,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,8.29
10.42.0.211-10.42.0.1-20872-53-17,Maruti Swift VDI,Coimbatore,2014,83274,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,5.79
172.217.6.206-10.42.0.151-443-39091-6,Mercedes-Benz New C-Class 220 CDI AT,Coimbatore,2017,32324,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5,30.5
10.42.0.211-106.39.162.36-49779-80-6,Honda City 1.5 S MT,Mumbai,2011,49999,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3.8
10.42.0.211-23.15.4.11-42295-80-6,Tata Sumo EX,Bangalore,2014,66000,Diesel,Manual,First,15.3 kmpl,2956 CC,83.8 bhp,7,4.45
202.77.129.150-10.42.0.151-80-47521-6,Hyundai i20 Magna,Delhi,2012,54000,Petrol,Manual,First,18.5 kmpl,1197 CC,82.85 bhp,5,3.3
172.217.12.174-10.42.0.151-443-50523-6,Fiat Linea 1.3 Dynamic,Jaipur,2009,80000,Diesel,Manual,Second,20.4 kmpl,1248 CC,91.2 bhp,5,1.75
151.101.1.140-10.42.0.151-443-54104-6,Honda Civic 2006-2010 1.8 V AT,Bangalore,2011,72000,Petrol,Automatic,Second,12.9 kmpl,1799 CC,130 bhp,5,5.5
